SECCION,P_12YMAS,POBFEM,POBMAS,PNACENT,PRES2015,P3YM_HLI,P15YM_AN,P15YM_SE,GRAPROES,PROM_HNV,PEA,PDESOCUP,PSINDER,PAFIL_IPRIV,PCATOLICA,p_joven,p_vieja,POBTOT
31,0.6674816625916871,0.4572127139364303,0.49877750611246946,0.863080684596577,0.823960880195599,0.007334963325183374,0,0,9.252665036674816,1.627007299270073,274.16483516483515,0,0.08557457212713937,0,0.8264058679706602,0.07090464547677261,0,409
32,0.7359913793103449,0.4558189655172414,0.5032327586206896,0.8103448275862069,0.822198275862069,0.00646551724137931,0.004310344827586207,0.003232758620689655,8.383954741379313,2.251575757575757,620.931185944363,0,0.13254310344827586,0.02693965517241379,0.7650862068965517,0.09375,0.06357758620689655,928
38,0.6863354037267081,0.453416149068323,0.39751552795031053,0.7732919254658385,0.7236024844720497,0,0,0,11.134627329192547,1.5101754385964912,176.29864253393666,0,0.015527950310559006,0.22981366459627328,0.7919254658385093,0.11180124223602485,0.040372670807453416,322
39,0.8079222720478326,0.5014947683109118,0.4962630792227205,0.6128550074738416,0.9020926756352765,0,0.014200298953662182,0.011210762331838564,9.216696562032883,2.3624721189591074,777.3024976873265,0,0.09940209267563528,0.0037369207772795215,0.6831091180866966,0.06576980568011959,0.1547085201793722,1338
40,0.7835917312661499,0.4941860465116279,0.4689922480620155,0.5432816537467701,0.8565891472868217,0,0,0.003229974160206718,9.376414728682171,2.284734375,857.5894476504534,0,0.16149870801033592,0.005813953488372093,0.6531007751937985,0.0755813953488372,0.14728682170542637,1548
41,0.7950495049504951,0.5237623762376238,0.47425742574257423,0.5554455445544555,0.8792079207920792,0,0.016831683168316833,0.006930693069306931,8.425861386138614,2.4372682926829263,527.0112079701121,0,0.1188118811881188,0.00891089108910891,0.7306930693069307,0.0891089108910891,0.1801980198019802,1010
42,0.7661510464058234,0.5031847133757962,0.4965119805884137,0.5365483773127085,0.8732180770397331,0,0.010009099181073703,0.016075219896875947,8.749878677585684,2.2757065217391306,1874.3040380047507,0,0.13011828935395814,9.099181073703367e-4,0.7291477100394298,0.11980588413709432,0.07370336669699727,3297
43,0.7689606741573034,0.5091292134831461,0.4824438202247191,0.5561797752808989,0.8623595505617978,0,0.004213483146067416,0.02247191011235955,8.73053370786517,2.6226455026455024,773.7716894977168,0,0.12780898876404495,0,0.7155898876404494,0.09620786516853932,0.13834269662921347,1424
44,0.8116438356164384,0.5114155251141552,0.478310502283105,0.5616438356164384,0.8858447488584474,0,0.021689497716894976,0.028538812785388126,7.83994292237443,2.6656521739130437,428.75949367088606,0,0.1141552511415525,0,0.6974885844748858,0.07648401826484018,0.23515981735159816,876
45,0.7953125,0.475,0.475,0.5703125,0.8390625,0,0,0.0046875,9.488046874999998,2.2386872586872584,373.43811394891947,0,0.1796875,0.03125,0.6984375,0.0609375,0.2390625,640
