SECCION,votos,lista,participacion
1815,1169,1905,0.6136482939632546
1816,942,1451,0.6492074431426602
1817,387,681,0.5682819383259912
1818,469,760,0.6171052631578947
1819,828,1338,0.6188340807174888
182,1095,2116,0.5174858223062382
1820,NA,NA,NA
1821,577,1013,0.5695952615992103
1822,387,687,0.5633187772925764
1823,373,657,0.5677321156773212
1824,368,600,0.6133333333333333
1825,381,636,0.5990566037735849
1826,655,1137,0.5760773966578716
1827,1050,1460,0.7191780821917808
1828,744,984,0.7560975609756098
1829,666,875,0.7611428571428571
1830,667,897,0.7435897435897436
1831,857,1194,0.7177554438860971
1832,1050,1404,0.7478632478632479
1833,963,1348,0.7143916913946587
1834,727,981,0.7410805300713558
1835,546,744,0.7338709677419355
1836,836,1112,0.7517985611510791
1837,841,1088,0.7729779411764706
1838,420,617,0.6807131280388979
1839,490,659,0.7435508345978755
184,785,1488,0.5275537634408602
1840,391,578,0.6764705882352942
1841,0,666,0
1842,874,1229,0.7111472742066721
1843,367,555,0.6612612612612613
1844,1806,2470,0.7311740890688259
1845,1025,1629,0.629220380601596
1846,491,908,0.5407488986784141
1847,1096,1486,0.7375504710632571
1848,1163,1510,0.7701986754966887
1849,1056,1534,0.6883963494132985
185,1021,796,1.2826633165829147
1850,1049,1523,0.6887721602101117
1851,850,1303,0.6523407521105142
1852,1008,1641,0.6142595978062158
1853,650,1554,0.41827541827541825
1854,812,1677,0.4841979725700656
1855,1365,1953,0.6989247311827957
1856,921,1530,0.6019607843137255
1857,1695,2675,0.6336448598130842
1858,748,1367,0.5471836137527433
1859,924,1781,0.5188096574957889
186,687,1158,0.5932642487046632
1860,1249,1733,0.7207155222158107
1861,1038,1835,0.5656675749318801
1862,1190,1729,0.6882591093117408
1863,912,1358,0.6715758468335787
1864,NA,NA,NA
1865,1004,1471,0.6825288919102651
1866,783,1067,0.7338331771321462
1867,626,900,0.6955555555555556
1868,696,982,0.7087576374745418
1869,2419,3165,0.7642969984202211
187,1018,1583,0.6430827542640556
1870,1163,1494,0.7784471218206158
1871,688,933,0.737406216505895
1872,442,621,0.711755233494364
1873,508,680,0.7470588235294118
1874,1357,1839,0.7379010331702012
1876,1246,1956,0.6370143149284253
1877,336,478,0.702928870292887
1878,1232,1833,0.6721222040370977
1879,1036,1460,0.7095890410958904
188,774,1255,0.6167330677290837
1880,1144,1592,0.7185929648241206
1881,1112,1587,0.700693131695022
1882,1006,1556,0.6465295629820051
1883,912,1360,0.6705882352941176
1884,749,1422,0.5267229254571026
1885,907,1819,0.49862561847168774
1886,472,1691,0.27912477823772913
1887,954,1518,0.6284584980237155
1888,981,1683,0.5828877005347594
1889,NA,NA,NA
189,1427,2409,0.5923619759236197
1890,470,1071,0.4388422035480859
1891,1214,2255,0.5383592017738359
1892,620,1458,0.4252400548696845
1893,1061,2029,0.5229176934450468
1894,650,1083,0.6001846722068329
1895,803,1319,0.6087945413191812
1896,3017,4302,0.701301720130172
1897,2699,3995,0.6755944931163955
1898,1244,1816,0.6850220264317181
1899,1064,1484,0.71698113207547165
190,1128,1622,0.6954377311960542
1900,788,1040,0.7576923076923077
1901,2951,3967,0.7438870683135871
1902,1016,2136,0.4756554307116105
1903,794,1711,0.4640561075394506
1904,879,1703,0.5161479741632413
1905,819,1604,0.5105985037406484
1906,441,731,0.6032831737346102
1907,990,1958,0.5056179775280899
1908,812,1760,0.46136363636363636
1909,807,1843,0.43787303309820946
1910,715,1635,0.43730886850152906
1911,1512,2137,0.7075339260645765
1912,73,124,0.5887096774193549
1913,0,476,0
1914,617,865,0.7132947976878613
1915,465,697,0.667144906743185
1916,460,733,0.6275579809004093
1917,620,950,0.6526315789473685
1918,0,1457,0
1919,710,1572,0.45165394402035625
192,393,758,0.5184696569920845
1920,906,1970,0.45989847715736043
1921,748,1343,0.5569620253164557
1922,504,884,0.5701357466063348
1923,484,852,0.568075117370892
1924,656,1451,0.45210199862164024
1925,848,1463,0.579630895420369
1926,881,1480,0.5952702702702702
1927,818,1406,0.5817923186344239
1928,368,1251,0.2941646682653877
1929,954,1606,0.5940224159402242
193,0,888,0
1930,432,723,0.5975103734439834
1931,523,966,0.5414078674948241
1932,701,1300,0.5392307692307692
1933,391,713,0.5483870967741935
1934,284,584,0.4863013698630137
1935,714,1304,0.5475460122699386
1936,712,1299,0.5481139337952271
1937,772,1475,0.5233898305084745
1938,424,821,0.5164433617539586
1939,258,445,0.5797752808988764
194,200,892,0.2242152466367713
1940,482,994,0.48490945674044267
1941,289,524,0.5515267175572519
1942,403,805,0.5006211180124224
1943,878,1483,0.5920431557653405
1944,1029,1618,0.6359703337453646
1945,771,1394,0.5530846484935438
1946,NA,NA,NA
1947,656,1002,0.654690618762475
1948,560,804,0.6965174129353234
1949,353,497,0.710261569416499
195,93,228,0.40789473684210525
1950,387,635,0.6094488188976378
1951,387,576,0.671875
1952,537,768,0.69921875
1953,982,1420,0.6915492957746479
1954,1034,1640,0.6304878048780488
1955,927,1557,0.5953757225433526
1956,624,837,0.7455197132616488
1957,1869,2665,0.7013133208255159
1958,1248,1988,0.6277665995975855
1959,1249,1948,0.641170431211499
196,721,1448,0.4979281767955801
1960,810,1357,0.5969049373618276
1961,2204,3149,0.6999047316608447
1962,1290,2873,0.44900800556909154
1963,3005,4647,0.6466537551108242
1964,4146,5867,0.7066643940685189
1965,940,1486,0.6325706594885598
1966,1459,2280,0.6399122807017544
1967,911,1416,0.643361581920904
1968,805,1383,0.5820679681851049
1969,1113,1579,0.7048765041165295
197,408,944,0.4322033898305085
1970,1096,1703,0.6435701702877276
1971,943,1572,0.5998727735368957
1972,922,1427,0.6461107217939733
1973,978,1572,0.6221374045801527
1975,1093,1614,0.6771995043370508
1976,1017,1554,0.6544401544401545
1977,2103,3433,0.6125837459947567
1978,4231,4653,0.9093058241994412
1979,803,1396,0.5752148997134671
198,165,356,0.46348314606741575
1980,846,1449,0.5838509316770186
1981,472,750,0.6293333333333333
1982,595,833,0.7142857142857143
1983,1601,2184,0.733058608058608
1984,1149,1607,0.7149968886123211
1985,963,1501,0.6415722851432378
1986,226,382,0.5916230366492147
1987,720,1189,0.6055508830950378
1988,900,1518,0.5928853754940712
1989,1431,2891,0.4949844344517468
199,0,581,0
1990,744,1036,0.7181467181467182
1991,721,1025,0.7034146341463414
1992,490,731,0.6703146374829001
1993,678,996,0.6807228915662651
1994,846,1200,0.705
1995,518,719,0.7204450625869263
1996,1086,1908,0.5691823899371069
1997,929,1737,0.5348301669545192
1998,840,1496,0.5614973262032086
1999,3401,6088,0.5586399474375822
2,966,1485,0.6505050505050505
20,3219,6205,0.5187751813053989
200,436,962,0.45322245322245325
2000,3649,7074,0.5158326265196495
2001,928,2431,0.38173591114767585
2002,7320,11764,0.6222373342400545
2003,3489,6198,0.5629235237173281
2004,1077,1819,0.5920835623969214
2005,912,1477,0.6174678402166554
2006,4939,9007,0.5483512823359609
2007,851,2022,0.4208704253214639
2008,1813,4184,0.4333173996175908
2009,1898,4272,0.4442883895131086
201,477,1023,0.4662756598240469
2010,978,2161,0.45256825543729756
2011,803,2433,0.3300452116728319
2012,690,1165,0.592274678111588
2013,890,1451,0.6133700895933839
2014,1088,2203,0.4938719927371766
2015,980,2029,0.4829965500246427
2016,944,1603,0.5888958203368684
2017,178,410,0.43414634146341463
2018,901,1895,0.47546174142480213
2019,2254,3590,0.6278551532033426
202,170,305,0.5573770491803278
2020,655,1034,0.6334622823984526
2021,765,1326,0.5769230769230769
2022,748,1173,0.6376811594202898
2023,475,833,0.5702280912364946
2024,287,534,0.5374531835205992
2025,461,669,0.6890881913303438
2026,561,753,0.7450199203187251
2027,988,1554,0.6357786357786358
2028,916,1491,0.6143527833668678
2029,819,1401,0.5845824411134903
203,0,719,0
2030,905,1386,0.652958152958153
2031,983,1560,0.6301282051282051
2032,855,1712,0.4994158878504673
2033,939,1728,0.5434027777777778
2034,467,1506,0.3100929614873838
2035,602,1462,0.4117647058823529
2036,829,1431,0.5793151642208246
2037,814,1412,0.5764872521246459
2038,510,1602,0.31835205992509363
2039,1837,3503,0.5244076505852127
204,209,454,0.460352422907489
2043,593,990,0.598989898989899
2044,899,1380,0.6514492753623189
2045,3338,5760,0.5795138888888889
2046,1070,2220,0.481981981981982
2048,2728,4459,0.6117963668984077
2049,3657,6110,0.5985270049099837
205,471,1020,0.46176470588235297
2050,1019,2266,0.4496910856134157
2051,961,2018,0.47621407333994054
2052,596,1841,0.3237370994024986
2053,4651,7195,0.6464211257817929
2054,753,1331,0.5657400450788881
2055,763,1212,0.6295379537953796
2056,892,1353,0.6592756836659276
2057,465,614,0.757328990228013
2058,1148,2151,0.5337052533705253
2059,336,1252,0.268370607028754
206,199,488,0.4077868852459016
2060,1014,1851,0.5478119935170178
2061,712,1376,0.5174418604651163
2062,0,736,0
2063,653,1545,0.42265372168284787
2064,993,1893,0.5245641838351822
2065,1135,1735,0.654178674351585
2066,1054,1700,0.62
2067,447,1235,0.36194331983805667
2068,1058,2414,0.4382767191383596
2069,1012,1638,0.6178266178266179
207,173,338,0.5118343195266272
2070,776,1687,0.4599881446354475
2071,1087,1878,0.5788072417465389
2072,643,1180,0.5449152542372881
2074,913,1422,0.6420534458509142
2075,1232,1910,0.6450261780104712
2076,731,1329,0.5500376222723853
2077,1187,1962,0.6049949031600408
2078,850,1391,0.6110711718188354
2079,2208,3251,0.6791756382651492
208,0,235,0
2080,911,1576,0.5780456852791879
2081,1676,2724,0.6152716593245228
2082,478,954,0.5010482180293501
2083,549,967,0.5677352637021716
2084,225,383,0.587467362924282
2085,37,112,0.33035714285714285
2086,1299,2806,0.46293656450463294
2087,NA,NA,NA
2088,1303,1862,0.6997851772287863
2089,1353,2034,0.6651917404129793
209,205,421,0.48693586698337293
2090,522,807,0.6468401486988847
2091,1161,1758,0.6604095563139932
2092,420,1371,0.3063457330415755
2093,818,1361,0.6010286554004408
2094,933,2378,0.39234650967199325
2095,1490,2643,0.5637533106318577
2096,1063,1762,0.6032917139614075
2097,1500,3430,0.43731778425655976
2098,1720,2871,0.5990943921978404
2099,1644,2804,0.5863052781740371
21,1070,2869,0.3729522481700941
210,574,1044,0.5498084291187739
2100,130,229,0.5676855895196506
2101,3269,4661,0.7013516412786955
2102,574,839,0.6841477949940405
2103,1297,2114,0.6135288552507095
2104,1446,2468,0.5858995137763371
2105,1241,2432,0.5102796052631579
2106,197,275,0.7163636363636363
2107,72,120,0.6
2108,124,196,0.6326530612244898
2109,378,803,0.47073474470734744
211,293,533,0.549718574108818
2110,0,728,0
2111,349,489,0.7137014314928425
2112,273,365,0.7479452054794521
2114,140,177,0.7909604519774012
2115,424,592,0.7162162162162162
2116,185,279,0.6630824372759857
2117,347,543,0.6390423572744015
2118,1199,1590,0.7540880503144655
2119,404,542,0.7453874538745388
212,0,940,0
2120,554,715,0.7748251748251749
2121,285,351,0.811965811965812
2123,477,643,0.7418351477449455
2125,1077,2564,0.4200468018720749
2126,3459,7402,0.46730613347743855
2127,1375,2364,0.5816412859560067
2128,2189,4490,0.48752783964365254
2129,2972,5003,0.5940435738556866
213,246,491,0.5010183299389002
2130,2810,4718,0.5955913522679102
2132,1796,6343,0.2831467759735141
2133,2672,5967,0.44779621250209484
2134,7581,13481,0.5623470068985981
2137,477,1146,0.4162303664921466
2138,292,804,0.36318407960199006
2139,1292,3295,0.3921092564491654
214,265,516,0.5135658914728682
2140,1257,2650,0.4743396226415094
2141,667,1471,0.45343303874915025
2142,0,214,0
2143,436,988,0.44129554655870445
2144,251,1060,0.23679245283018868
2145,509,1007,0.5054617676266137
2146,594,1472,0.40353260869565216
2147,709,1639,0.4325808419768151
2148,887,5078,0.17467506892477352
2149,1118,3254,0.3435771358328211
215,96,210,0.45714285714285713
2150,234,1090,0.21467889908256882
2151,406,1200,0.3383333333333333
2152,386,994,0.38832997987927564
2153,224,1013,0.2211253701875617
2154,258,1171,0.22032450896669514
2155,331,1412,0.23441926345609065
2156,535,1089,0.49127640036730946
2157,495,1022,0.4843444227005871
2158,305,1150,0.26521739130434785
2159,552,1241,0.44480257856567285
216,244,498,0.4899598393574297
2160,401,929,0.4316469321851453
2161,0,1083,0
2162,596,1330,0.4481203007518797
2163,201,968,0.20764462809917356
2164,419,979,0.4279877425944842
2165,456,980,0.46530612244897956
2166,606,1006,0.6023856858846919
2167,523,764,0.6845549738219895
2168,590,880,0.6704545454545454
2169,532,833,0.6386554621848739
217,281,1115,0.2520179372197309
2170,807,1186,0.6804384485666105
2171,713,1008,0.7073412698412699
2172,267,412,0.6480582524271845
2173,300,469,0.6396588486140725
2174,682,1137,0.5998240985048373
2175,640,1029,0.6219630709426628
2176,511,789,0.6476552598225602
2177,1981,1433,1.3824145150034892
2178,972,1297,0.7494217424826523
2179,790,1301,0.6072252113758647
218,4728,14922,0.3168476075593084
2180,877,1406,0.6237553342816501
2181,444,913,0.48630887185104055
2182,291,1519,0.19157340355497038
2183,675,1126,0.5994671403197158
2184,475,796,0.5967336683417085
2185,769,1197,0.6424394319131161
2186,0,507,0
2187,324,495,0.6545454545454545
2188,712,1006,0.7077534791252486
2189,731,1280,0.57109375
219,1762,2963,0.5946675666554168
2190,745,1279,0.5824863174354965
2191,694,1210,0.5735537190082645
2192,567,957,0.5924764890282131
2193,413,829,0.49819059107358266
2194,457,831,0.5499398315282792
2195,650,1169,0.5560307955517536
2196,3380,8156,0.41441883276115743
2197,984,2019,0.487369985141159
2198,1815,4581,0.39620170268500327
2199,1585,3900,0.4064102564102564
22,852,1632,0.5220588235294118
220,NA,NA,NA
2200,1088,2001,0.543728135932034
2201,1328,1202,1.1048252911813643
2202,1077,1804,0.5970066518847007
2203,382,688,0.5552325581395349
2204,588,1001,0.5874125874125874
2205,242,455,0.5318681318681319
2206,492,696,0.7068965517241379
2207,1142,2020,0.5653465346534653
2208,420,649,0.6471494607087828
2209,866,1579,0.5484483850538315
221,622,1590,0.39119496855345914
2210,873,1446,0.6037344398340249
2211,685,1075,0.6372093023255814
2212,697,1393,0.5003589375448672
2213,1072,1940,0.5525773195876289
2214,931,1605,0.5800623052959502
2215,851,1584,0.5372474747474747
2216,1015,1749,0.5803316180674671
2217,0,574,0
2218,824,1432,0.5754189944134078
2219,722,1369,0.5273922571219869
222,846,1291,0.6553059643687065
2220,517,1031,0.501454898157129
2221,403,671,0.6005961251862891
2222,464,745,0.6228187919463087
2223,417,670,0.6223880597014926
2224,338,597,0.5661641541038526
2225,726,1212,0.599009900990099
2226,614,1051,0.5842055185537584
2227,640,1145,0.5589519650655022
2228,900,1528,0.5890052356020943
2229,1370,1113,1.2309074573225516
223,522,1049,0.49761677788369874
2230,984,1599,0.6153846153846154
2231,467,801,0.5830212234706617
2232,377,633,0.5955766192733017
2233,565,985,0.5736040609137056
2234,1535,2378,0.6455004205214466
2235,818,1267,0.6456195737963694
2236,814,1250,0.6512
2237,391,657,0.5951293759512938
2238,920,1625,0.5661538461538461
2239,894,1268,0.7050473186119873
224,540,1028,0.5252918287937743
2240,813,1346,0.6040118870728083
2241,289,422,0.6848341232227488
2242,488,864,0.5648148148148148
2243,694,1239,0.5601291364003228
2244,599,1094,0.5475319926873857
2245,632,1157,0.5462402765773552
2246,368,659,0.5584218512898331
2247,252,472,0.5338983050847458
2248,226,386,0.5854922279792746
2249,374,657,0.5692541856925418
225,632,1140,0.5543859649122806
2250,635,1243,0.5108608205953339
2251,670,1180,0.5677966101694916
2252,527,1025,0.5141463414634146
2253,882,1420,0.6211267605633802
2254,520,854,0.6088992974238876
2255,604,963,0.6272066458982347
2256,347,638,0.5438871473354232
2257,489,781,0.6261203585147247
2258,663,1262,0.5253565768621236
2259,628,1209,0.5194375516956162
226,803,1464,0.5484972677595629
2260,398,606,0.6567656765676567
2261,350,684,0.5116959064327485
2262,662,1094,0.6051188299817185
2263,737,1154,0.6386481802426344
2264,682,1193,0.5716680637049455
2265,545,959,0.5683003128258602
2266,637,1321,0.4822104466313399
2267,390,648,0.6018518518518519
2268,417,899,0.4638487208008899
2269,431,885,0.48700564971751414
2270,621,1300,0.4776923076923077
2271,0,555,0
2272,1056,2153,0.4904784022294473
2273,1027,2136,0.48080524344569286
2274,873,3094,0.2821590174531351
2275,2538,6043,0.4199900711567102
2276,1067,2112,0.5052083333333334
2277,701,1264,0.5545886075949367
2278,593,1866,0.3177920685959271
2279,803,1598,0.5025031289111389
2280,1490,3242,0.459592843923504
2281,354,1320,0.2681818181818182
2282,342,610,0.5606557377049181
2283,312,565,0.552212389380531
2284,259,454,0.5704845814977973
2285,398,684,0.5818713450292398
2286,201,345,0.5826086956521739
2287,1698,2015,0.8426799007444169
2288,437,828,0.5277777777777778
2289,364,690,0.527536231884058
2290,0,1003,0
2291,330,643,0.5132192846034215
2292,437,857,0.5099183197199533
2293,450,875,0.5142857142857142
2294,233,773,0.3014230271668823
2295,426,753,0.5657370517928287
2296,1397,2959,0.4721189591078067
2297,482,915,0.526775956284153
2298,494,867,0.5697808535178778
2299,381,713,0.5343618513323983
23,721,1401,0.5146324054246967
2300,493,974,0.5061601642710473
2301,0,1324,0
2302,349,2174,0.16053357865685372
2303,628,2576,0.24378881987577639
2304,511,964,0.5300829875518672
2306,985,1617,0.6091527520098948
2307,5308,14079,0.3770154130264934
2308,3397,9294,0.36550462664084354
2309,269,487,0.5523613963039015
2310,237,1042,0.22744721689059502
2311,0,748,0
2312,465,884,0.5260180995475113
2313,0,929,0
2314,322,657,0.4901065449010654
2315,330,705,0.46808510638297873
2316,381,728,0.5233516483516484
2317,305,606,0.5033003300330033
2318,356,681,0.5227606461086637
2319,936,2457,0.38095238095238093
232,6130,17415,0.35199540625897213
2320,279,1046,0.26673040152963673
2321,454,847,0.5360094451003542
2322,414,813,0.5092250922509225
2323,464,942,0.49256900212314225
2324,291,596,0.48825503355704697
2325,436,814,0.5356265356265356
2326,395,708,0.557909604519774
2327,394,779,0.5057766367137355
2328,544,2598,0.20939183987682833
2329,3737,10064,0.3713235294117647
233,1074,1847,0.5814834867352463
2330,279,472,0.5911016949152542
2331,228,452,0.504424778761062
2332,286,520,0.55
2333,236,446,0.5291479820627802
2334,1821,5315,0.34261523988711196
2335,565,1265,0.44664031620553357
2336,422,829,0.5090470446320868
2337,1264,2353,0.5371865703357416
2338,410,755,0.543046357615894
2339,432,821,0.5261875761266748
234,514,909,0.5654565456545655
2340,298,444,0.6711711711711712
2341,269,631,0.42630744849445323
2342,198,579,0.34196891191709844
2343,1847,4588,0.40257192676547515
2344,432,783,0.5517241379310345
2345,0,635,0
2346,252,886,0.28442437923250563
2347,554,981,0.564729867482161
2348,713,1431,0.49825296995108315
2349,368,1412,0.26062322946175637
2350,0,1277,0
2351,386,772,0.5
2352,3237,7886,0.4104742581790515
2353,942,1542,0.6108949416342413
2354,316,562,0.5622775800711743
2355,481,716,0.6717877094972067
2356,836,1248,0.6698717948717948
2357,764,1176,0.6496598639455783
2358,2132,3359,0.6347127121167014
2359,NA,NA,NA
236,772,2289,0.33726518130187855
2360,813,1772,0.458803611738149
2361,920,1926,0.47767393561786087
2362,735,2064,0.3561046511627907
2363,957,1819,0.5261132490379329
2364,498,1066,0.46716697936210133
2365,467,813,0.5744157441574416
2366,615,1542,0.39883268482490275
2367,471,904,0.5210176991150443
2368,592,1111,0.5328532853285328
2369,375,843,0.44483985765124556
237,528,819,0.6446886446886447
2370,499,1021,0.4887365328109696
2371,371,841,0.441141498216409
2372,283,1356,0.20870206489675516
2373,879,1929,0.4556765163297045
2374,561,1210,0.4636363636363636
2375,589,3319,0.177463091292558
2376,1019,2430,0.41934156378600823
2377,429,962,0.44594594594594594
2378,251,662,0.37915407854984895
2379,203,400,0.5075
238,460,750,0.6133333333333333
2380,NA,NA,NA
2381,474,956,0.49581589958158995
2382,450,841,0.535077288941736
2383,291,510,0.5705882352941176
2384,207,818,0.2530562347188264
2385,348,750,0.464
2386,520,1038,0.5009633911368016
2387,461,1093,0.4217749313815188
2388,1402,3249,0.4315173899661434
2389,406,899,0.45161290322580644
239,569,864,0.6585648148148148
2390,640,1443,0.4435204435204435
2391,249,1157,0.21521175453759722
2392,2939,7156,0.4107043040804919
2393,795,1890,0.42063492063492064
2394,634,1122,0.5650623885918004
2395,550,1045,0.5263157894736842
2396,531,1192,0.44546979865771813
2397,516,1015,0.5083743842364532
2398,474,959,0.4942648592283629
2399,1216,2826,0.4302901627742392
24,419,736,0.5692934782608695
240,711,986,0.7210953346855984
2400,596,1172,0.5085324232081911
2401,620,1186,0.5227655986509275
2402,384,768,0.5
2403,1202,2561,0.46934791097227646
2404,1040,2544,0.4088050314465409
2405,1639,3246,0.5049291435613062
2406,1960,5328,0.36786786786786785
2407,557,1370,0.4065693430656934
2408,846,1221,0.6928746928746928
2409,647,955,0.6774869109947644
241,637,940,0.6776595744680851
2410,803,1144,0.7019230769230769
2411,1098,1663,0.6602525556223692
2412,352,882,0.39909297052154197
2413,594,831,0.7148014440433214
2414,791,1236,0.639967637540453
2415,424,707,0.5997171145685997
2416,726,1358,0.5346097201767305
2417,679,1005,0.6756218905472637
2418,302,967,0.31230610134436404
2419,479,733,0.6534788540245566
242,781,1094,0.7138939670932358
2420,683,1218,0.5607553366174056
2421,617,1100,0.5609090909090909
2422,509,1029,0.4946550048590865
2423,214,1218,0.17569786535303777
2424,749,1265,0.5920948616600791
2425,710,1300,0.5461538461538461
2426,885,1591,0.5562539283469516
2427,584,906,0.6445916114790287
2428,715,1231,0.5808285946385053
2429,0,1120,0
243,695,985,0.7055837563451777
2430,545,1041,0.5235350624399616
2431,546,979,0.557711950970378
2432,456,830,0.5493975903614458
2433,464,803,0.5778331257783312
2434,414,613,0.6753670473083198
2435,333,919,0.36235038084874865
2436,326,1103,0.2955575702629193
2437,1367,5769,0.23695614491246317
2438,259,405,0.6395061728395062
2439,614,921,0.6666666666666666
244,1005,1492,0.6735924932975871
2440,1884,2861,0.658511010136316
2441,417,747,0.5582329317269076
2442,401,778,0.5154241645244216
2443,318,552,0.5760869565217391
2444,230,345,0.6666666666666666
2445,190,355,0.5352112676056338
2446,375,589,0.6366723259762309
2447,453,868,0.521889400921659
2448,492,835,0.5892215568862276
2449,57,118,0.4830508474576271
245,1183,1761,0.6717773992049971
2450,564,1058,0.5330812854442344
2451,296,528,0.5606060606060606
2452,387,747,0.5180722891566265
2453,411,836,0.4916267942583732
2454,304,630,0.48253968253968255
2455,307,1268,0.2421135646687697
2456,751,1217,0.6170912078882498
2457,388,603,0.6434494195688225
2458,474,874,0.5423340961098398
2459,271,411,0.6593673965936739
2460,276,467,0.5910064239828694
2461,581,1341,0.4332587621178225
2462,292,457,0.6389496717724289
2463,187,337,0.5548961424332344
2464,467,1095,0.42648401826484017
2465,342,490,0.6979591836734694
2466,269,364,0.739010989010989
2467,834,1238,0.6736672051696284
2468,758,1179,0.6429177268871925
2469,355,516,0.687984496124031
2470,1726,2623,0.6580251620282119
2471,663,1105,0.6
2472,564,796,0.7085427135678392
2473,477,777,0.6138996138996139
2474,1147,1794,0.6393534002229655
2475,552,953,0.5792235047219307
2476,495,761,0.6504599211563732
2477,390,755,0.5165562913907285
2478,357,640,0.5578125
2479,455,1012,0.44960474308300397
2480,758,1301,0.5826287471176018
2481,712,1132,0.6289752650176679
2482,242,635,0.38110236220472443
2483,275,725,0.3793103448275862
2484,231,536,0.43097014925373134
2485,488,832,0.5865384615384616
2486,560,922,0.6073752711496746
2487,438,745,0.5879194630872483
2488,559,778,0.718508997429306
2489,246,925,0.26594594594594595
2490,466,802,0.5810473815461347
2491,519,858,0.6048951048951049
2492,466,763,0.6107470511140236
2493,464,689,0.6734397677793904
2494,461,798,0.5776942355889725
2495,597,1040,0.5740384615384615
2496,473,943,0.5015906680805938
2497,401,744,0.5389784946236559
2498,454,940,0.4829787234042553
2499,608,1199,0.5070892410341952
25,1059,1677,0.631484794275492
2500,416,771,0.5395590142671854
2501,661,1134,0.5828924162257496
2502,450,803,0.5603985056039851
2503,472,907,0.5203969128996693
2504,404,789,0.5120405576679341
2505,643,1223,0.5257563368765331
2506,317,629,0.5039745627980922
2507,368,765,0.48104575163398694
2508,473,878,0.5387243735763098
2509,772,1309,0.5897631779984721
2510,318,669,0.47533632286995514
2511,474,886,0.5349887133182845
2512,333,689,0.4833091436865022
2513,504,1119,0.450402144772118
2514,349,718,0.4860724233983287
2515,527,870,0.6057471264367816
2516,483,832,0.5805288461538461
2517,458,876,0.5228310502283106
2518,212,585,0.3623931623931624
2519,684,1315,0.5201520912547528
2520,326,678,0.4808259587020649
2521,0,705,0
2522,268,680,0.3941176470588235
2523,626,781,0.8015364916773368
2524,223,698,0.3194842406876791
2525,316,696,0.4540229885057471
2526,211,566,0.37279151943462896
2527,259,627,0.4130781499202552
2528,224,491,0.45621181262729127
2529,184,450,0.4088888888888889
253,199,255,0.7803921568627451
2530,191,485,0.3938144329896907
2531,218,617,0.353322528363047
2532,3436,4449,0.7723083839064958
2533,832,1115,0.7461883408071749
2534,652,819,0.796092796092796
2535,1407,1773,0.7935702199661591
2536,540,662,0.8157099697885196
2537,666,829,0.8033775633293124
2538,1827,2333,0.7831118731247321
2539,648,886,0.7313769751693002
2540,798,1021,0.781586679725759
2541,538,708,0.7598870056497176
2542,713,926,0.7699784017278618
2543,1038,1318,0.787556904400607
2544,514,702,0.7321937321937322
2545,617,746,0.8270777479892761
2546,771,955,0.8073298429319372
2547,1766,4908,0.35982070089649554
2548,713,3783,0.18847475548506476
2549,4671,10240,0.45615234375
2550,716,1866,0.3837084673097535
2551,305,524,0.5820610687022901
2552,1189,4000,0.29725
2553,258,492,0.524390243902439
2554,343,669,0.5127055306427504
2555,513,1155,0.44415584415584414
2556,256,497,0.5150905432595574
2557,1573,6253,0.2515592515592516
2558,236,453,0.5209713024282561
2559,289,490,0.5897959183673469
256,490,621,0.789049919484702
2560,451,784,0.5752551020408163
2561,678,2153,0.31490942870413374
2562,198,371,0.5336927223719676
2563,232,427,0.5433255269320844
2564,220,402,0.5472636815920398
2565,206,363,0.5674931129476584
2566,163,293,0.5563139931740614
2567,404,1022,0.3953033268101761
2568,331,646,0.5123839009287926
2569,1717,3259,0.5268487266032525
257,384,964,0.3983402489626556
2570,0,251,0
2571,376,860,0.4372093023255814
2572,188,329,0.5714285714285714
2573,407,1005,0.40497512437810945
2574,237,573,0.41361256544502617
2575,533,1828,0.29157549234135666
2576,322,754,0.4270557029177719
2577,378,909,0.4158415841584158
2578,177,298,0.5939597315436241
2579,0,245,0
258,1679,2592,0.6477623456790124
2580,464,1050,0.4419047619047619
2581,263,605,0.43471074380165287
2582,102,281,0.36298932384341637
2583,304,1352,0.22485207100591717
2584,269,484,0.5557851239669421
2585,863,2384,0.36199664429530204
2586,127,247,0.5141700404858299
2587,213,527,0.40417457305502846
2588,0,474,0
2589,0,460,0
259,906,1230,0.7365853658536585
2590,196,356,0.550561797752809
2591,1208,2227,0.5424337674000899
2592,1278,2008,0.6364541832669323
2593,629,1342,0.46870342771982115
2594,1214,1682,0.7217598097502973
2595,659,947,0.6958817317845829
2596,674,1264,0.5332278481012658
2597,349,572,0.6101398601398601
2598,9219,13543,0.6807206675035073
2599,1608,840,1.9142857142857144
26,742,1698,0.4369846878680801
260,860,1236,0.6957928802588996
2600,307,417,0.7362110311750599
2601,412,614,0.6710097719869706
2602,320,532,0.6015037593984962
2603,445,668,0.6661676646706587
2604,429,626,0.6853035143769968
2605,361,596,0.6057046979865772
2606,208,400,0.52
2607,0,492,0
2608,573,812,0.7056650246305419
2609,289,501,0.5768463073852296
261,991,1360,0.7286764705882353
2610,253,347,0.729106628242075
2611,290,448,0.6473214285714286
2612,618,790,0.7822784810126582
2613,585,760,0.7697368421052632
2614,1444,2362,0.611346316680779
2615,360,455,0.7912087912087912
2616,696,858,0.8111888111888111
2617,586,739,0.7929634641407307
